OriginalTraitName,OriginalTraitValue,Location,Latitude,Longitude,Consumer,ConCommon,ConGenus,ConSpecies,ConSize,ConSizeUnit,ConSizeType,ConSizeSI,ConSizeUnitSI,CitationID,Citation,DOI,FigureTable
Number of eggs,3333.992,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,6.075386,kg,weight,6.075386,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5327.422,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.6872816,kg,weight,5.6872816,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,9178.192,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,7.5221305,kg,weight,7.5221305,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,8367.418,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,7.892182,kg,weight,7.892182,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10858.114,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,7.6524215,kg,weight,7.6524215,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,7929.5923,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.373491,kg,weight,8.373491,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,8986.119,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.725759,kg,weight,8.725759,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,9173.335,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.614721,kg,weight,8.614721,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10170.668,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.28178,kg,weight,8.28178,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11789.172,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.226862,kg,weight,8.226862,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11912.665,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.449133,kg,weight,8.449133,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11788.02,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.486121,kg,weight,8.486121,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,12533.837,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.727155,kg,weight,8.727155,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10604.377,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.726396,kg,weight,8.726396,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10852.434,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.930197,kg,weight,8.930197,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10416.914,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.892988,kg,weight,8.892988,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,9979.912,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.189113,kg,weight,9.189113,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10540.489,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.096741,kg,weight,9.096741,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10850.705,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.319085,kg,weight,9.319085,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11286.637,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.263701,kg,weight,9.263701,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,12157.923,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.282562,kg,weight,9.282562,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,13838.257,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.320261,kg,weight,9.320261,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11409.801,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,9.560046,kg,weight,9.560046,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11221.0205,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,10.022935,kg,weight,10.022935,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,15259.501,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,11.635635,kg,weight,11.635635,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5835.8857,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.3171115,kg,weight,3.3171115,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,7138.9053,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.225032,kg,weight,4.225032,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6080.1553,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.372763,kg,weight,4.372763,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,7509.056,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.965918,kg,weight,4.965918,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6512.218,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.187748,kg,weight,5.187748,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6262.02,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.4654274,kg,weight,5.4654274,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6946.6675,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.465697,kg,weight,5.465697,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,9561.763,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.244504,kg,weight,5.244504,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,9994.813,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.837267,kg,weight,5.837267,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6944.6914,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.9101405,kg,weight,5.9101405,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,8686.606,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,6.096011,kg,weight,6.096011,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,9556.494,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,6.429687,kg,weight,6.429687,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,7809.639,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,7.3549256,kg,weight,7.3549256,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,10108.921,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.170645,kg,weight,8.170645,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11041.461,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.411753,kg,weight,8.411753,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,11041.049,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.504345,kg,weight,8.504345,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,12970.922,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,8.412512,kg,weight,8.412512,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,14831.062,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,10.0058365,kg,weight,10.0058365,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,7289.0254,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,81.02129,cm,length,0.8102129,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,13328.216,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,81.97799,cm,length,0.8197799,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,12593.437,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,84.13259,cm,length,0.8413259,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,11657.587,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,83.49777,cm,length,0.8349777,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,8220.087,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,83.49445,cm,length,0.8349445,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,5715.96,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,85.07683,cm,length,0.8507683,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,12259.1455,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,92.49994,cm,length,0.9249994,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,16528.162,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,93.20136,cm,length,0.9320136,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,16629.193,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,94.40589,cm,length,0.9440589,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,15484.516,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,93.96105,cm,length,0.9396105,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,14129.028,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,94.46687,cm,length,0.9446687,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,13812.401,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,96.05135,cm,length,0.9605135,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,11416.567,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,96.04904,cm,length,0.9604904,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,10996.6,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,97.31647,cm,length,0.9731647,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,11515.617,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,98.014275,cm,length,0.98014275,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,13703.612,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,97.82621,cm,length,0.9782621,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,13495.939,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,97.57245,cm,length,0.9757245,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,14121.27,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,97.446266,cm,length,0.97446266,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,16308.77,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,97.44837,cm,length,0.9744837,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,16932.283,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,98.0195,cm,length,0.980195,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,18181.623,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,98.27427,cm,length,0.9827427,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,17554.643,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,99.03436,cm,length,0.9903436,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,16822.67,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,100.11131,cm,length,1.0011131,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,15782.158,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,99.666565,cm,length,0.99666565,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,13490.491,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,99.66436,cm,length,0.9966436,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
Number of eggs,13801.506,"River Teno, Finland and Norway border, Northern Scandinavia",70,28,Salmo Salar,Atlantic Salmon,Salmo,salar,100.23518,cm,length,1.0023518,metres,24,"Heinimaa, S., & Heinimaa, P. (2004). Effect of the female size on egg quality and fecundity of the wild Atlantic salmon in the sub-arctic River Teno. Boreal Environment Research, 9(1), 55-62.",,Figure 1
